Education,Marital_Status,Income,Recency,NumDealsPurchases,NumWebVisitsMonth,Complain,Customer_Since_Days,Age,Children,Total_Spent,Total_Purchases,Campaigns_Accepted,Segment
PhD,Together,55012.0,85,6,5,0,100,52,1,660,19,0,1
Basic,Together,9722.0,7,4,8,0,635,52,1,103,7,0,1
PhD,Married,38175.0,6,3,7,0,279,41,1,153,8,0,1
Master,Together,58656.0,25,4,6,0,647,69,1,1220,28,1,0
Graduation,Together,52117.0,55,2,7,0,682,60,1,279,11,0,1
Graduation,Married,64813.0,81,1,5,0,178,47,1,745,19,0,2
PhD,Married,54222.0,98,1,3,0,120,52,1,264,11,0,1
Graduation,Married,83512.0,31,1,1,0,12,39,0,2157,21,4,2
Master,Married,77520.0,30,1,4,0,305,66,1,1526,22,3,2
Graduation,Together,41154.0,98,1,5,0,446,47,1,69,5,0,1
Graduation,Married,80398.0,92,1,3,0,596,59,0,1597,25,1,2
Basic,Single,18746.0,41,2,6,0,31,33,1,64,6,0,3
Graduation,Single,60230.0,78,2,5,0,405,69,1,1067,15,0,3
Graduation,Married,22108.0,46,2,7,0,52,48,2,31,5,0,1
Graduation,Together,44392.0,71,5,7,0,297,51,2,211,9,0,1
PhD,Married,55424.0,6,4,6,0,581,49,1,877,21,1,2
Graduation,Married,17688.0,82,1,8,1,532,46,1,11,3,0,1
PhD,Married,92491.0,71,1,3,0,424,42,0,2034,24,3,2
Graduation,Single,90273.0,32,1,2,0,197,34,0,1991,18,3,2
PhD,Widow,82571.0,28,0,2,0,88,63,0,1686,24,1,2
PhD,Single,38513.0,20,5,8,0,152,43,1,324,12,0,3
Master,Single,16653.0,10,3,6,0,72,46,1,69,6,0,0
Graduation,Together,42586.0,7,5,8,0,608,70,2,252,11,0,1
Basic,Single,23529.0,67,1,6,0,538,60,1,54,4,0,3
Graduation,Married,71107.0,61,2,4,0,497,74,1,1327,26,0,2
PhD,Together,46910.0,36,2,6,0,98,61,2,68,5,0,1
Graduation,Divorced,37244.0,90,1,7,0,428,70,2,55,4,1,1
Graduation,Together,82427.0,35,1,1,0,109,59,0,1456,20,1,2
2n Cycle,Single,75342.0,38,1,4,0,419,67,1,563,17,0,3
Graduation,Divorced,70044.0,46,4,5,0,496,71,1,1504,22,0,2
Graduation,Married,77437.0,70,1,1,0,215,62,0,1125,22,1,2
Graduation,Married,54984.0,51,4,7,0,36,66,1,358,13,1,1
PhD,Married,42403.0,18,1,8,0,200,54,1,42,4,0,1
Graduation,Together,55761.0,97,2,6,0,66,61,1,184,8,1,1
Graduation,Together,37292.0,32,5,8,0,437,42,1,460,14,0,1
PhD,Single,45576.0,9,1,8,0,32,80,0,145,7,0,3
Graduation,Together,70321.0,6,1,4,0,529,78,0,1376,24,0,2
PhD,Divorced,58086.0,80,2,8,0,525,56,1,792,21,0,2
Graduation,Married,81795.0,74,1,2,0,611,73,0,1382,22,0,2
Basic,Together,28389.0,49,1,7,0,586,78,0,28,3,0,1
Graduation,Divorced,69901.0,95,3,5,0,396,56,1,882,20,0,2
PhD,Married,80360.0,56,2,2,0,483,76,0,2231,13,3,2
2n Cycle,Single,31859.0,3,1,7,0,122,45,1,48,4,0,3
PhD,Widow,51569.0,39,4,8,0,502,76,1,467,15,1,1
Basic,Single,16014.0,42,4,3,0,469,46,2,38,6,0,3
Graduation,Married,41120.0,80,3,6,0,235,57,2,81,6,0,1
Master,Single,39763.0,9,2,9,0,329,54,1,167,8,0,0
PhD,Married,38725.0,52,2,4,0,50,70,2,45,5,0,1
Graduation,Married,77981.0,78,3,5,0,399,53,1,664,18,0,2
2n Cycle,Married,62905.0,68,3,4,0,292,61,1,622,17,0,1
2n Cycle,Divorced,13533.0,45,2,7,0,476,46,1,48,5,0,1
Graduation,Together,59481.0,47,2,2,0,249,50,1,461,14,0,1
Graduation,Married,72117.0,34,1,5,0,313,48,1,1073,25,0,2
2n Cycle,Married,21955.0,81,2,6,0,295,39,1,55,6,0,1
Graduation,Married,67131.0,72,3,6,0,460,69,1,976,23,0,2
PhD,Single,36802.0,23,1,5,0,13,45,1,20,4,0,3
Master,Married,47808.0,30,2,7,0,252,50,1,224,8,1,0
PhD,Divorced,25509.0,15,3,9,0,649,51,1,101,6,0,1
PhD,Together,85431.0,54,1,0,0,386,73,0,1165,16,0,2
Graduation,Married,42664.0,44,1,6,0,103,58,1,24,4,0,1
PhD,Married,28973.0,59,2,8,0,624,48,0,269,11,0,1
PhD,Together,39435.0,16,1,7,0,327,52,1,102,6,0,1
2n Cycle,Married,65370.0,1,1,1,0,332,41,0,461,18,0,2
Basic,Single,20194.0,64,2,6,0,559,46,1,47,5,0,3
PhD,Single,42473.0,72,3,5,0,132,49,2,144,7,0,3
Graduation,Married,64590.0,98,1,6,0,623,57,0,1338,23,0,2
Graduation,Together,71232.0,91,2,7,0,213,66,1,917,23,0,2
Graduation,Together,34600.0,8,5,8,0,544,54,2,318,12,0,1
Graduation,Single,46904.0,20,4,8,0,603,58,2,253,10,0,3
Graduation,Married,49094.0,6,5,6,0,646,52,1,502,15,0,1
Graduation,Together,36075.0,54,1,6,0,202,42,1,119,6,0,1
2n Cycle,Together,60839.0,72,13,8,0,670,46,2,1250,16,0,1
2n Cycle,Together,82122.0,89,1,1,0,318,63,0,1382,25,1,2
Graduation,Together,34074.0,69,5,6,0,351,73,2,255,9,1,1
Master,Married,28520.0,55,1,6,0,380,65,2,43,4,0,0
Graduation,Single,62535.0,13,1,3,0,269,70,1,398,13,0,3
Master,Single,36273.0,80,2,6,0,74,48,1,76,6,0,0
Graduation,Together,63404.0,97,2,4,0,23,61,2,902,13,1,1
Graduation,Together,78416.0,99,2,3,0,2,49,1,1179,24,0,2
Graduation,Together,75702.0,87,1,6,0,623,51,1,1921,28,1,2
Master,Together,59385.0,85,2,5,0,427,74,2,185,8,0,0
Graduation,Married,44689.0,82,2,7,0,170,74,2,34,4,1,1
PhD,Single,7144.0,92,0,0,0,204,59,2,416,25,0,3
Graduation,Married,90369.0,2,1,1,0,62,69,0,1588,16,0,2
PhD,Single,63159.0,74,1,3,0,601,51,0,1797,16,1,2
PhD,Single,46757.0,71,6,9,0,590,62,1,1143,15,0,3
Master,Married,79734.0,72,1,1,0,1,56,0,914,13,1,0
Graduation,Together,63207.0,68,1,7,0,525,33,0,1502,11,1,2
Graduation,Divorced,72071.0,4,3,2,0,500,71,1,1338,17,0,2
PhD,Together,21840.0,80,1,9,0,343,42,1,27,4,0,1
2n Cycle,Together,58582.0,15,2,5,0,274,43,1,763,20,1,2
Graduation,Single,72282.0,70,1,7,0,345,74,0,1331,21,0,2
Graduation,Married,50387.0,91,3,5,0,302,69,2,525,16,0,1
PhD,Together,32583.0,10,1,7,0,14,64,2,9,3,0,1
Graduation,Together,62568.0,99,3,4,0,83,63,1,953,13,1,2
Master,Divorced,44635.0,25,2,7,0,261,54,2,68,5,0,0
Graduation,Married,63967.0,57,3,2,0,324,57,1,882,20,0,2
2n Cycle,Together,52513.0,84,2,7,0,663,47,0,1149,23,0,2
Graduation,Married,25293.0,51,1,8,0,287,56,1,37,4,0,1
PhD,Widow,54111.0,97,2,5,0,308,60,1,388,13,0,1
Graduation,Together,78394.0,13,1,2,0,499,39,0,1428,15,0,2
Master,Married,80739.0,92,1,1,0,402,67,0,1633,23,0,2
Master,Together,22669.0,30,3,9,0,403,50,1,173,7,0,0
Graduation,Single,29236.0,30,2,9,0,264,38,1,99,7,0,3
Graduation,Together,44911.0,11,3,7,0,471,66,1,215,9,0,1
PhD,Married,54693.0,72,8,6,0,497,63,1,929,23,0,1
Graduation,Together,48186.0,39,3,7,0,101,51,1,219,9,0,1
Graduation,Together,41580.0,15,3,5,0,566,47,2,92,6,0,1
PhD,Married,80336.0,12,1,1,0,293,55,0,1052,24,0,2
Graduation,Married,47743.0,56,3,6,0,464,68,1,275,11,1,1
PhD,Divorced,57333.0,55,11,6,0,645,71,1,1662,22,0,2
PhD,Together,32313.0,60,3,9,0,503,43,1,159,8,0,1
Master,Widow,84953.0,73,1,2,0,391,72,0,1024,17,3,2
Master,Divorced,27071.0,90,2,6,0,67,57,1,35,5,0,0
Master,Together,68148.0,86,1,2,0,302,68,0,1042,14,0,0
Master,Together,65735.0,37,5,7,0,204,60,2,395,14,0,0
PhD,Married,86836.0,7,1,5,0,655,50,0,557,22,3,2
PhD,Married,4023.0,29,15,19,0,6,62,2,9,0,0,1
Graduation,Married,30093.0,19,1,7,0,356,35,0,69,5,0,1
PhD,Married,57705.0,14,3,6,0,169,59,1,486,15,0,1
Graduation,Single,25008.0,72,2,8,0,147,37,1,34,4,0,3
2n Cycle,Single,83257.0,56,1,6,1,649,30,0,1365,27,2,2
Graduation,Together,22280.0,85,1,8,0,406,50,1,13,3,0,1
PhD,Married,72159.0,62,1,2,0,608,47,0,1401,20,0,2
Graduation,Together,64260.0,1,1,3,0,534,64,0,1574,13,0,2
PhD,Single,82733.0,28,1,4,0,292,41,0,1323,19,0,2
Master,Divorced,74290.0,70,4,6,0,321,54,1,1217,28,2,2
Master,Single,58217.0,84,1,6,0,589,74,3,103,6,0,0
Master,Together,21024.0,89,1,7,0,360,49,0,84,6,0,0
PhD,Married,70116.0,73,1,1,0,519,53,0,1536,22,0,2
Graduation,Together,54006.0,42,2,7,0,649,40,1,581,16,0,1
PhD,Married,69063.0,16,1,3,0,599,59,1,928,13,0,2
2n Cycle,Divorced,11448.0,16,1,6,0,196,50,0,14,3,0,1
Graduation,Married,70886.0,65,1,2,0,258,54,1,960,13,0,2
Graduation,Widow,60208.0,13,11,7,0,630,52,2,656,18,1,1
Master,Together,32889.0,78,3,5,0,296,57,2,55,6,0,0
Graduation,Single,34738.0,51,1,6,0,49,41,1,20,4,0,3
Master,Together,30538.0,27,4,10,0,636,54,1,367,13,0,0
2n Cycle,Together,82326.0,30,1,2,0,111,48,0,2257,21,3,2
PhD,Divorced,26642.0,71,2,6,0,120,58,1,42,5,0,1
Graduation,Divorced,69932.0,97,2,4,0,382,61,1,1049,24,0,2
Graduation,Single,44503.0,83,2,6,0,74,53,2,48,5,0,3
PhD,Single,60200.0,3,6,6,0,543,77,1,685,19,0,3
Graduation,Divorced,49638.0,71,1,2,0,71,73,1,39,4,0,1
2n Cycle,Single,23830.0,3,1,7,0,142,38,0,43,4,0,3
Master,Widow,33051.0,15,3,9,0,682,66,0,835,18,0,0
Graduation,Married,72905.0,52,1,1,0,159,67,0,1515,19,1,2
PhD,Together,69702.0,8,2,4,0,495,74,1,1039,24,0,2
Graduation,Divorced,70300.0,89,3,8,0,349,50,1,1596,23,0,2
PhD,Married,70643.0,66,1,6,0,622,41,0,1828,17,0,2
PhD,Married,30396.0,22,2,7,0,60,56,1,34,4,1,1
PhD,Divorced,50616.0,56,2,7,0,72,57,1,149,8,0,1
Master,Single,62772.0,74,1,2,0,406,56,1,946,22,1,0
PhD,Single,30298.0,48,1,3,0,41,40,0,28,5,0,3
Graduation,Single,52413.0,67,2,7,0,603,41,1,450,15,0,3
PhD,Married,44155.0,24,1,4,0,161,68,2,46,4,0,1
PhD,Divorced,86979.0,67,1,2,0,234,54,0,1702,15,1,2
Graduation,Together,76532.0,38,4,5,0,293,50,2,820,21,0,1
Graduation,Married,42081.0,86,2,6,0,488,43,1,382,13,1,1
Master,Together,88420.0,87,1,1,0,58,36,0,2069,19,3,2
Graduation,Married,31158.0,62,2,8,0,518,40,1,72,5,0,1
Graduation,Divorced,61671.0,23,8,8,0,26,57,1,732,20,2,2
Graduation,Single,69719.0,99,1,1,0,34,51,0,801,10,0,3
Graduation,Divorced,49160.0,29,2,6,0,252,76,1,236,10,0,1
PhD,Single,90933.0,90,1,1,0,90,71,0,1685,14,1,2
PhD,Single,113734.0,9,0,1,0,32,80,0,277,27,0,2
Graduation,Single,22148.0,16,1,7,0,77,42,0,49,4,0,3
Master,Married,73395.0,94,1,2,0,103,38,0,397,14,0,0
Graduation,Divorced,29819.0,77,3,6,0,248,54,1,39,6,0,1
Graduation,Married,45688.0,20,2,4,0,155,57,1,306,12,1,1
PhD,Married,60491.0,81,4,5,0,296,54,1,1028,24,0,2
Graduation,Together,33235.0,71,1,7,0,144,39,1,70,6,0,1
Graduation,Married,35701.0,36,1,6,0,467,66,0,46,4,0,1
Master,Married,31535.0,95,1,7,0,276,45,1,51,4,1,0
2n Cycle,Together,92556.0,32,0,0,0,70,65,0,1263,21,0,2
Graduation,Single,67384.0,32,2,5,0,596,55,1,1490,20,1,2
Graduation,Married,77870.0,93,3,8,0,676,58,1,1815,15,2,2
Graduation,Single,57107.0,44,7,8,0,674,57,1,416,16,2,3
PhD,Single,36038.0,82,2,6,0,394,44,1,47,6,0,3
PhD,Together,34230.0,72,1,7,0,550,60,2,21,3,0,1
2n Cycle,Single,31878.0,7,1,3,0,7,48,1,70,5,0,3
2n Cycle,Married,70932.0,57,2,3,0,161,53,1,909,20,0,2
Graduation,Single,91249.0,84,0,4,0,617,69,0,1676,22,4,2
Master,Single,77598.0,53,1,3,0,271,82,0,1735,25,1,2
Graduation,Single,80982.0,48,3,5,1,537,66,2,1191,27,0,3
Master,Married,22701.0,2,1,5,0,297,48,1,24,4,0,0
Graduation,Married,70617.0,45,1,2,0,371,55,0,1280,13,0,2
Graduation,Single,64849.0,42,1,5,0,593,68,0,1336,18,0,2
Master,Married,62694.0,29,5,7,0,377,60,2,749,19,0,0
PhD,Married,61917.0,83,1,5,0,221,51,2,91,6,0,1
PhD,Married,67472.0,93,2,3,0,274,78,1,414,13,0,1
Master,Married,21059.0,40,3,6,0,173,43,1,44,6,0,0
Master,Married,29543.0,47,2,7,0,89,57,2,63,6,0,0
Graduation,Married,75903.0,50,2,3,0,447,74,1,901,21,0,2
2n Cycle,Together,34984.0,40,2,7,0,661,50,2,38,4,0,1
PhD,Single,54998.0,3,5,4,0,476,69,1,455,15,0,3
PhD,Widow,54356.0,62,3,8,0,587,76,1,775,21,0,2
Master,Married,34242.0,25,1,5,0,98,66,1,15,3,0,0
Graduation,Married,25410.0,48,1,4,0,302,52,1,38,5,0,1
PhD,Married,73356.0,56,1,2,0,143,41,0,1512,21,3,2
Graduation,Together,28320.0,68,1,8,0,531,75,1,43,4,0,1
Graduation,Single,23763.0,64,1,7,0,691,48,1,42,4,0,3
Graduation,Married,72570.0,67,1,1,0,65,41,0,1089,22,0,2
Master,Married,34529.0,94,2,7,0,653,49,1,162,7,0,0
Graduation,Widow,70792.0,82,2,3,0,508,74,0,1272,17,0,2
Graduation,Married,63211.0,3,2,2,0,604,43,0,1173,18,0,2
Master,Married,83891.0,24,1,1,0,9,51,1,816,21,0,0
Graduation,Single,36065.0,54,3,8,0,455,57,2,74,6,0,3
PhD,Single,51141.0,96,1,5,0,356,85,0,157,8,0,3
Graduation,Married,56939.0,19,2,3,0,284,49,1,561,16,0,1
Graduation,Single,80872.0,60,1,1,0,48,74,0,1336,18,0,2
PhD,Together,72335.0,2,1,8,0,685,49,0,2092,22,0,2
PhD,Single,61798.0,13,1,4,0,218,61,0,463,15,0,3
PhD,Widow,76842.0,37,1,0,0,57,75,0,1130,16,0,2
Graduation,Together,29478.0,59,1,6,0,163,49,1,20,4,0,1
Graduation,Single,46998.0,55,5,7,0,615,69,1,377,13,1,3
Graduation,Single,96843.0,60,1,2,0,432,35,0,1544,27,1,2
Master,Married,70053.0,38,3,5,0,361,60,1,1012,23,0,0
PhD,Widow,71670.0,8,1,6,0,355,63,0,1766,14,3,2
Graduation,Married,44359.0,19,3,3,0,12,47,2,45,6,0,1
Graduation,Single,40887.0,32,3,9,0,419,73,2,161,7,0,3
Graduation,Divorced,48877.0,27,1,7,0,175,59,1,144,7,0,1
Graduation,Together,74485.0,58,1,3,0,309,78,0,1734,25,0,2
Graduation,Together,64474.0,59,2,5,0,250,53,1,823,20,0,2
Graduation,Together,77226.0,29,2,3,0,121,62,1,1138,26,0,2
Graduation,Widow,72643.0,60,1,2,0,487,76,0,1429,20,1,2
Master,Together,85738.0,41,1,1,0,157,47,0,1371,20,2,2
Graduation,Divorced,55686.0,27,2,4,0,500,59,1,982,14,1,2
Graduation,Single,39062.0,28,1,4,0,96,42,1,44,4,1,3
Graduation,Married,40794.0,18,2,7,0,448,50,1,434,14,0,1
Graduation,Married,4428.0,0,0,1,0,267,56,1,359,25,0,1
2n Cycle,Married,32632.0,32,2,5,0,696,62,0,576,16,0,1
PhD,Single,38236.0,2,4,7,0,282,57,2,88,7,0,3
Graduation,Married,36781.0,16,1,8,0,80,46,1,63,5,0,1
Master,Single,31385.0,56,1,8,0,571,41,1,27,3,1,0
Graduation,Married,24570.0,97,3,9,0,487,41,1,193,8,0,1
Graduation,Married,94642.0,35,0,1,0,137,74,0,2211,21,2,2
Master,Married,58646.0,3,1,4,0,384,63,1,140,7,0,0
Graduation,Single,53201.0,49,8,7,0,502,50,2,415,14,0,3
Graduation,Married,57113.0,45,6,7,0,508,47,2,263,10,0,1
Graduation,Married,51373.0,37,1,4,0,372,34,0,393,11,0,1
Graduation,Married,23477.0,39,3,8,0,251,39,1,147,7,0,1
Graduation,Married,58116.0,38,2,2,0,77,69,1,443,14,0,1
PhD,Divorced,72968.0,8,1,3,0,195,62,0,1958,18,1,2
Master,Married,39791.0,89,2,7,0,458,54,1,174,8,0,0
Master,Single,91712.0,47,0,3,0,255,78,0,2217,27,1,2
Graduation,Single,94472.0,75,1,5,0,87,67,1,1691,15,2,2
Graduation,Together,13672.0,86,2,8,0,438,65,2,25,4,0,1
2n Cycle,Married,96547.0,4,0,2,0,37,45,0,809,21,3,2
Graduation,Married,79205.0,73,1,4,0,669,50,0,895,15,1,2
PhD,Together,56559.0,46,3,4,0,551,50,1,484,15,0,1
PhD,Married,32644.0,38,4,8,0,529,52,1,413,14,1,1
2n Cycle,Single,67506.0,73,1,3,0,178,45,1,331,11,0,3
Graduation,Single,24206.0,66,1,6,0,478,55,1,25,4,0,3
PhD,Divorced,28420.0,36,1,6,0,187,58,1,13,3,0,1
Graduation,Married,22979.0,29,3,8,0,661,55,1,115,7,0,1
Graduation,Single,33279.0,29,1,3,0,17,59,0,16,3,0,3
Graduation,Married,30368.0,97,2,8,0,234,48,1,52,5,0,1
Graduation,Married,63684.0,61,3,5,0,580,55,1,1464,20,0,2
Graduation,Divorced,41638.0,68,4,8,0,501,61,1,441,13,1,1
PhD,Divorced,68805.0,73,1,2,0,285,66,1,283,11,0,2
PhD,Together,65814.0,90,3,5,0,119,59,1,747,20,0,2
Graduation,Divorced,71964.0,81,1,3,0,405,67,0,1870,16,0,2
Graduation,Single,39146.0,1,3,8,0,500,39,1,165,8,0,3
Graduation,Together,96876.0,79,1,2,0,327,48,0,1941,23,3,2
Basic,Married,34445.0,92,6,9,0,518,44,0,839,21,0,1
Graduation,Single,68281.0,31,1,5,0,691,67,0,1655,24,0,2
Graduation,Married,36790.0,14,1,9,0,485,42,0,66,5,0,1
Graduation,Together,27943.0,89,3,8,0,440,58,2,37,5,0,1
Graduation,Divorced,22263.0,31,2,6,1,91,74,2,21,4,0,1
Graduation,Together,30261.0,75,1,8,0,642,53,3,22,3,0,1
Graduation,Together,28587.0,42,3,6,0,137,47,1,78,6,0,1
Master,Married,43815.0,53,1,6,0,450,43,1,79,5,0,0
Graduation,Married,48195.0,53,6,6,0,159,69,2,265,11,0,1
Master,Married,77027.0,23,2,4,0,144,73,1,1175,17,0,0
PhD,Married,71322.0,57,2,4,0,498,60,1,1305,26,0,2
Master,Married,32765.0,49,2,5,0,126,46,1,46,6,0,0
Graduation,Divorced,23272.0,29,1,4,0,255,72,0,46,4,0,1
Master,Together,49912.0,5,4,8,0,660,76,1,874,22,1,0
2n Cycle,Together,7500.0,98,4,9,0,697,40,1,100,6,0,1
PhD,Widow,68117.0,80,2,6,0,476,78,1,930,23,1,2
Graduation,Married,67225.0,4,3,5,0,215,70,1,868,20,0,2
Graduation,Married,17649.0,70,3,8,0,229,49,1,45,6,0,1
Graduation,Together,55914.0,32,4,7,0,426,50,1,1260,25,0,2
Graduation,Married,40059.0,82,1,8,0,274,41,1,414,11,1,1
Graduation,Together,60905.0,27,2,2,0,206,75,1,392,13,0,1
Graduation,Married,75330.0,94,4,6,0,633,48,2,1109,25,0,2
Graduation,Single,60689.0,23,4,3,0,393,74,1,639,18,0,3
Graduation,Married,38680.0,97,1,7,0,458,41,1,79,5,0,1
Graduation,Together,61416.0,25,1,6,0,506,43,0,1665,23,1,2
Graduation,Single,49767.0,92,1,4,0,423,34,0,692,17,0,3
Graduation,Single,83273.0,98,10,7,0,642,55,3,1392,19,0,3
Graduation,Married,29009.0,19,2,6,0,212,44,1,44,5,0,1
Master,Married,45057.0,80,1,5,0,210,46,1,50,5,0,0
Graduation,Married,37150.0,80,8,7,0,656,54,1,467,13,0,1
Graduation,Single,43020.0,79,3,6,0,211,55,1,223,9,0,3
Graduation,Married,53154.0,50,1,4,0,20,66,1,158,8,0,1
Graduation,Married,65308.0,60,1,4,0,291,52,0,1211,27,2,2
Graduation,Single,76467.0,44,2,6,0,681,55,1,1575,12,0,3
2n Cycle,Married,81044.0,0,1,1,0,184,78,0,1208,21,0,2
Graduation,Married,32871.0,28,1,4,0,477,74,2,43,4,0,1
Graduation,Single,55801.0,35,6,7,0,280,50,2,527,15,1,3
Graduation,Widow,76320.0,49,2,2,0,7,66,1,932,13,0,2
Master,Single,36927.0,46,2,8,0,27,70,2,71,6,0,0
Graduation,Together,48794.0,97,1,4,0,3,72,2,54,4,0,1
Graduation,Single,23478.0,51,1,8,0,467,60,0,129,6,0,3
Graduation,Divorced,71128.0,80,3,7,0,631,52,1,1615,24,0,2
Graduation,Married,59462.0,29,2,7,0,540,75,1,1088,23,0,2
Master,Together,51537.0,52,7,3,0,407,56,2,721,18,0,0
PhD,Single,51537.0,82,2,6,0,394,44,1,47,6,0,3
Graduation,Together,42554.0,93,2,4,0,533,47,2,41,5,0,1
Graduation,Widow,67046.0,92,2,2,0,539,74,1,993,13,0,2
Graduation,Married,42192.0,40,1,4,0,296,77,0,100,6,0,1
PhD,Married,77610.0,70,2,7,0,608,73,1,1680,15,0,2
Graduation,Married,31761.0,96,2,5,0,85,41,1,98,7,0,1
Graduation,Together,34350.0,81,1,7,0,253,46,1,48,4,0,1
Graduation,Together,54591.0,63,3,5,0,328,76,1,519,16,0,1
Graduation,Married,71866.0,85,1,3,0,186,69,1,715,19,0,2
Graduation,Married,69520.0,95,1,5,0,357,42,0,1455,20,0,2
Graduation,Divorced,64713.0,11,2,4,0,142,55,1,602,17,0,2
Master,Married,27889.0,42,1,6,0,359,48,1,26,4,0,0
Basic,Widow,22123.0,77,1,5,0,94,65,0,102,6,0,1
Graduation,Married,51537.0,82,4,8,0,483,54,2,97,6,0,1
Master,Together,51537.0,83,2,6,0,371,71,1,207,9,0,0
Graduation,Married,27803.0,40,2,8,0,672,52,1,176,7,0,1
Graduation,Single,51537.0,95,3,7,0,254,70,1,450,12,0,3
Graduation,Married,51651.0,32,4,8,0,599,65,1,433,13,0,1
Master,Widow,51537.0,75,1,1,0,242,82,0,1564,21,1,2
2n Cycle,Married,87000.0,61,1,2,0,561,33,0,961,17,0,2
Graduation,Married,79823.0,6,1,2,0,90,66,1,1518,22,1,2
Graduation,Single,30828.0,16,2,3,0,268,45,1,56,6,0,3
Master,Married,34109.0,39,1,4,0,235,54,1,22,3,0,0
Master,Divorced,53367.0,2,7,7,0,302,51,2,400,14,0,0
Basic,Together,22390.0,49,1,7,0,251,56,0,26,3,0,1
Graduation,Together,71322.0,31,1,2,0,58,49,1,350,12,0,1
Graduation,Other,79244.0,58,1,1,0,557,32,0,1216,21,2,2
PhD,Married,48699.0,90,1,5,0,404,75,2,40,4,0,1
Graduation,Together,80144.0,47,1,1,0,272,50,0,1367,18,0,2
Graduation,Single,54252.0,25,5,6,0,397,69,2,264,10,0,3
Master,Married,81929.0,60,2,6,0,638,49,1,2053,18,2,2
Graduation,Married,76068.0,67,1,6,0,577,50,1,1376,9,2,2
Master,Married,53204.0,40,1,4,0,101,49,2,45,4,0,0
2n Cycle,Married,14796.0,1,2,9,0,650,41,1,51,4,0,1
PhD,Married,78128.0,89,2,3,0,130,51,1,1264,18,2,2
Basic,Married,14188.0,40,1,6,0,486,53,0,75,6,0,1
Graduation,Divorced,72967.0,1,2,5,0,561,55,1,497,17,1,2
Master,Married,48150.0,24,3,7,0,386,76,1,266,10,0,0
Graduation,Single,82332.0,89,1,2,0,650,64,0,2006,20,1,2
Graduation,Widow,58275.0,48,6,7,0,392,70,2,615,17,0,1
PhD,Together,44953.0,31,1,6,0,555,44,0,1021,23,1,2
Graduation,Together,34587.0,68,2,4,0,44,72,2,22,4,0,1
Master,Together,43018.0,46,1,5,0,240,51,1,133,6,0,0
Master,Married,45736.0,92,5,7,0,340,71,1,437,14,0,0
Master,Together,66476.0,80,2,4,0,207,56,1,1013,24,0,0
2n Cycle,Married,27733.0,16,2,7,0,307,44,1,57,5,0,1
PhD,Together,69805.0,50,2,2,0,159,73,1,1038,25,0,2
Master,Single,72217.0,93,1,2,0,445,63,0,1573,21,0,2
Graduation,Divorced,25818.0,51,1,7,0,619,54,1,28,3,0,1
Master,Together,37509.0,24,2,7,0,655,49,1,123,7,0,0
2n Cycle,Together,25176.0,79,1,7,0,323,49,2,13,3,0,1
Graduation,Married,43586.0,26,3,8,0,668,45,1,132,7,0,1
2n Cycle,Married,53230.0,86,4,5,0,695,69,1,732,19,0,1
Graduation,Together,50116.0,68,2,5,0,9,68,2,66,5,1,1
PhD,Married,82333.0,60,1,2,0,456,39,0,1822,17,1,2
PhD,Together,65220.0,3,4,6,0,664,60,0,1282,19,0,2
Graduation,Together,33590.0,65,1,7,0,238,51,3,8,3,0,1
Master,Single,72309.0,64,1,3,0,475,49,0,1931,19,1,2
PhD,Married,156924.0,85,0,0,0,304,76,0,8,0,0,2
Basic,Married,16005.0,69,3,8,0,684,45,1,103,5,0,1
Master,Other,65487.0,48,3,2,0,170,68,0,1169,14,0,0
Graduation,Married,58692.0,21,1,7,0,84,60,1,395,14,0,1
Graduation,Widow,40590.0,30,5,6,0,270,56,2,258,10,1,1
Master,Divorced,62637.0,76,1,2,0,120,71,1,185,9,0,0
Master,Divorced,29435.0,11,4,9,0,692,59,2,180,7,0,0
Graduation,Divorced,19346.0,26,1,8,0,150,51,1,22,4,0,1
Graduation,Married,35788.0,34,2,6,0,157,54,2,44,5,0,1
Graduation,Divorced,36997.0,72,5,5,0,513,57,2,94,7,0,1
Graduation,Married,23539.0,13,1,6,0,121,68,0,81,6,0,1
Graduation,Single,65333.0,58,7,6,0,163,52,1,798,21,2,3
Graduation,Single,78499.0,12,1,4,0,218,68,0,1334,18,1,2
PhD,Together,29732.0,23,1,9,0,96,54,1,38,4,0,1
Master,Together,41275.0,33,4,5,0,97,65,3,61,7,0,0
PhD,Together,63516.0,30,4,5,0,358,52,2,300,12,0,1
PhD,Married,42769.0,15,2,4,0,260,63,1,88,6,0,1
Master,Married,49572.0,25,2,7,0,196,67,2,54,5,0,0
Graduation,Married,69209.0,4,2,4,0,650,53,0,1782,14,1,2
Graduation,Married,17148.0,80,4,8,0,152,49,1,68,7,0,1
2n Cycle,Married,32146.0,16,2,6,0,48,42,1,66,6,0,1
2n Cycle,Divorced,41713.0,57,5,6,0,61,61,2,174,8,0,1
Master,Together,34176.0,9,1,3,0,158,50,1,28,4,0,0
PhD,Married,58482.0,59,2,6,0,109,70,1,731,20,1,2
Graduation,Single,59686.0,78,1,4,0,155,60,1,274,11,0,3
PhD,Married,60896.0,90,3,6,0,626,61,1,1701,23,0,2
Graduation,Together,62994.0,74,1,6,0,117,45,1,312,12,0,1
Graduation,Together,47320.0,10,6,6,0,332,68,1,414,14,0,1
2n Cycle,Widow,74859.0,63,1,3,0,391,76,0,1565,22,1,2
